,vintage,age,gender,dependents,occupation,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,last_transaction
12189,2270,40,Female,0.0,self_employed,1306.0,2,604,66.38,168.02,2134.09,950.17,0.14,0.14,0.14,0.14,71.62,3985.78,1,2019-10-30
12190,2275,58,Male,2.0,salaried,1149.0,2,1221,5443.49,4599.21,4338.3,2349.86,1428.91,685.04,2969.92,304.49,4797.04,4132.51,0,2019-12-17
12191,2344,60,Female,0.0,self_employed,1494.0,2,896,2382.25,1739.39,2216.39,2183.27,642.97,2142.97,0.11,3571.54,2212.3,2182.25,1,2019-12-18
12192,1971,41,Male,0.0,salaried,334.0,3,750,1671.61,2827.0,3077.43,2098.73,1525.49,793.01,3323.73,1395.51,3026.03,3314.1,0,2019-12-18
12193,1885,55,Male,0.0,salaried,409.0,2,391,1429.09,1429.09,3720.88,1466.05,0.51,25845.83,0.51,0.51,1429.09,8258.23,1,2019-11-05
12194,2383,31,Female,0.0,salaried,1320.0,3,485,1976.17,1976.17,1976.17,1963.65,0.44,0.44,0.44,0.44,1976.17,1976.17,0,NaT
12195,681,61,Male,0.0,self_employed,1020.0,2,5,906.82,821.25,1787.12,1734.95,1707.37,5208.09,1632.71,5078.41,1832.68,2558.78,0,2019-12-11
12196,1589,59,Male,0.0,salaried,334.0,1,82,5490.73,5490.73,5505.55,5703.72,0.37,0.37,0.37,19.53,5490.73,5505.8,0,2019-06-26
12199,2148,54,Female,0.0,self_employed,452.0,2,637,6719.98,6719.98,6719.98,6677.41,0.04,0.04,0.04,0.04,6719.98,6719.98,0,NaT
12200,2083,27,Female,0.0,salaried,1271.0,3,1698,1046.71,1046.71,1613.29,1410.78,0.59,0.59,0.59,786.3,1046.71,1831.34,0,2019-08-08
12201,2404,34,Female,0.0,self_employed,67.0,3,705,2331.64,2460.21,2463.98,1895.88,0.3,0.3,0.3,0.3,2335.58,2463.9,0,2019-09-18
12203,2073,90,Male,0.0,self_employed,834.0,2,277,1813.49,1803.49,1792.16,4594.24,0.61,0.61,0.61,0.61,1807.97,1799.07,0,2019-05-10
12204,1078,35,Male,0.0,self_employed,623.0,2,1626,244.45,2360.61,2458.93,2928.46,0.3,714.59,2021.73,943.16,2078.94,2608.32,1,2019-11-06
12207,2373,53,Female,0.0,self_employed,409.0,2,1202,7263.67,7263.67,7263.67,7212.71,0.2,0.2,0.2,0.2,7263.67,7263.67,0,2019-05-16
12208,2403,64,Male,0.0,retired,1096.0,3,271,1887.72,1951.57,1990.2,2073.71,55.96,56.0,161.88,135.87,1880.95,2010.78,0,2019-12-23
12209,2187,44,Female,0.0,self_employed,1603.0,2,72,3271.67,4128.81,4353.28,3888.3,0.54,0.54,1714.83,0.54,4010.59,4128.81,0,2019-09-19
12211,1931,56,Male,0.0,self_employed,1020.0,3,408,4622.86,4337.92,3878.73,3080.91,571.51,571.51,0.09,0.09,4416.57,3969.25,0,2019-12-25
12213,2276,72,Female,0.0,self_employed,1465.0,1,191,2275.22,2275.22,2276.03,1635.19,0.07,0.07,0.07,0.07,2275.22,2275.22,1,NaT
12214,2405,25,Male,0.0,self_employed,409.0,1,2076,1491.78,1997.0,1841.98,1731.94,0.13,0.13,68.98,1187.25,1964.53,2233.18,0,2019-10-09
12216,2067,57,Male,2.0,self_employed,649.0,2,54,2661.62,3188.5,1748.71,4596.11,601.63,0.34,3714.06,306.88,3198.58,1069.19,0,2019-12-14
12217,2143,37,Male,0.0,self_employed,623.0,3,1625,2701.68,2701.68,2725.65,2740.93,0.04,0.04,0.04,50.03,2701.68,2723.61,0,2019-01-16
12219,1817,56,Female,0.0,salaried,996.0,3,1209,4600.14,5110.8,4789.51,4499.74,139.84,514.67,359.8,7.84,4905.88,4853.38,0,2019-12-05
12220,2186,35,Male,0.0,self_employed,1181.0,3,186,3856.36,3934.03,4288.02,5700.29,0.47,21.89,78.14,300.4,3901.85,4275.42,0,2019-11-03
12222,2386,61,Male,0.0,self_employed,15.0,2,6,961.51,2317.0,6544.03,4841.05,93.03,44241.37,1259.1,33439.4,1399.78,12625.76,1,2019-12-03
12223,2401,52,Male,0.0,self_employed,1489.0,2,1412,4162.85,7598.28,3187.88,3481.03,0.53,7086.56,3435.96,354.24,4429.71,3309.48,1,2019-11-22
12224,2408,8,Female,0.0,student,491.0,3,1733,2294.53,2580.25,3697.35,4537.64,0.1,0.1,285.81,1514.39,2481.72,2962.74,1,NaT
12225,2407,30,Female,0.0,self_employed,334.0,1,136,1461.72,1461.72,1461.72,2679.94,0.26,0.26,0.26,0.26,1461.72,1461.72,0,2019-03-30
12226,2250,28,Female,0.0,self_employed,334.0,2,260,4582.56,4303.56,4344.67,3750.33,0.29,0.29,0.29,7.41,4604.12,4273.13,0,2019-08-15
12227,1627,47,Male,0.0,salaried,904.0,3,1908,1646.67,1623.47,1465.5,471.98,839.13,0.64,815.93,227.7,1507.06,1638.12,0,2019-12-27
12229,2266,57,Male,0.0,retired,834.0,3,1219,1910.02,1841.3,1874.13,1897.36,114.67,0.39,45.95,37.98,1843.67,1874.04,0,2019-12-28
12230,2138,38,Female,0.0,salaried,1020.0,2,423,2636.28,2636.28,2820.61,4749.27,0.11,0.11,0.11,0.11,2636.28,2636.28,0,2019-03-12
12231,2040,63,Male,0.0,self_employed,1566.0,3,3344,362.09,495.4,1840.39,414.36,0.16,0.16,1857.3,36285.87,400.87,3845.73,1,2019-04-17
12232,1489,42,Female,0.0,self_employed,665.0,2,177,1563.27,2363.56,2074.42,2601.94,0.11,0.11,428.69,0.11,1656.25,2363.56,1,2019-10-30
12233,2218,30,Male,0.0,self_employed,1049.0,2,2422,3730.66,4002.09,3995.85,3758.64,0.04,0.04,271.47,0.04,3983.37,4002.09,0,2019-08-06
12234,2331,36,Male,0.0,salaried,589.0,3,1987,5308.68,4265.82,4497.85,3285.33,1214.43,671.57,314.43,357.29,5340.7,4250.16,0,2019-12-06
12239,2461,49,Female,0.0,self_employed,1020.0,3,79,4411.29,4411.29,4411.29,4383.32,0.19,0.19,0.19,0.19,4411.29,4411.29,0,NaT
12241,2411,38,Male,0.0,self_employed,574.0,3,2208,652.2,962.56,2620.71,4581.29,0.53,0.53,1745.76,3832.03,848.88,2205.72,1,2019-07-31
12242,1516,49,Male,0.0,self_employed,665.0,2,1251,4439.83,4807.89,4385.67,2214.38,665.39,640.76,863.69,144.59,4653.78,4339.83,0,2019-12-31
12243,2286,74,Female,0.0,self_employed,834.0,2,478,1355.42,1355.42,1582.45,2666.03,0.54,14.83,0.54,544.36,1355.42,1506.98,0,2019-11-19
12244,1822,12,Female,0.0,student,15.0,1,306,1667.33,1681.61,1718.47,1771.28,0.66,0.66,0.66,0.66,1681.12,1695.44,0,2019-04-18
12245,1957,36,Female,0.0,self_employed,834.0,1,530,5193.38,5260.39,5270.94,5497.81,0.6,0.6,63.1,10.03,5234.99,5261.6,0,2019-07-06
12246,2453,70,Male,0.0,retired,1020.0,2,86,5138.72,5138.65,7535.06,5417.5,143.46,0.6,50929.17,146.96,12039.98,5203.37,0,2019-12-22
12247,2145,48,Female,0.0,self_employed,834.0,3,28,2461.8,1847.52,2540.65,3131.2,0.4,328.97,0.4,1422.54,2313.53,2226.78,0,2019-11-26
12248,985,50,Female,0.0,self_employed,1020.0,2,627,3504.35,3547.64,3131.29,7407.17,0.39,274.24,2900.81,306.81,2347.46,3435.61,0,2019-11-21
12249,2260,37,Female,0.0,salaried,1096.0,3,249,4138.91,5482.62,4055.57,2801.98,724.47,724.47,556.64,645.83,4716.35,3903.58,1,2019-12-24
12250,1729,9,Male,0.0,student,334.0,1,675,1829.6,1829.6,1782.45,1734.51,0.27,0.27,0.27,0.27,1829.6,1772.24,0,2019-04-20
12251,2326,38,Male,0.0,self_employed,745.0,2,298,4221.68,4221.68,4221.68,4194.94,0.59,0.59,0.59,0.59,4221.68,4221.68,0,NaT
12252,1550,51,Male,0.0,salaried,15.0,2,190,3933.84,4165.84,3277.04,1284.07,574.79,5354.52,718.25,5729.7,4254.47,4464.22,0,2019-12-31
12253,2312,74,Male,0.0,self_employed,575.0,2,1718,2273.77,2165.23,1643.63,953.64,409.07,1414.3,300.53,235.62,2203.11,1395.76,0,2019-12-25
12254,2172,42,Female,0.0,self_employed,1438.0,1,151,2143.96,2215.39,2191.58,2201.74,0.51,0.51,71.94,0.51,2143.96,2215.39,0,2019-03-05
12256,2101,51,Female,0.0,salaried,1096.0,2,757,4795.1,1392.49,2074.87,1596.08,671.54,242.97,428.69,14.76,3216.59,1485.56,0,2019-12-10
12257,2238,51,Male,1.0,salaried,575.0,3,1720,1738.77,5833.53,1924.14,5172.72,81.47,3086.7,3518.93,2080.21,3234.52,1888.59,0,2019-12-25
12259,2192,61,Male,3.0,self_employed,860.0,2,465,1558.99,1558.99,1558.99,1549.11,0.34,0.34,0.34,0.34,1558.99,1558.99,0,NaT
12261,2358,39,Male,0.0,self_employed,1477.0,2,2559,1842.25,1984.1,2002.82,2409.43,0.59,0.59,142.43,142.43,1861.82,2002.4,0,2019-02-19
12262,2383,44,Female,0.0,self_employed,1020.0,2,1574,753.36,781.93,2180.45,4121.02,0.6,0.6,0.6,1429.17,770.11,2087.93,1,2019-01-09
12263,2255,24,Male,0.0,salaried,831.0,3,1930,2780.14,2444.42,2312.68,1525.09,357.47,0.33,21.76,0.33,2654.27,2287.74,0,2019-12-14
12264,1834,56,Female,0.0,self_employed,1020.0,2,356,1050.51,3193.36,2651.49,3178.34,0.39,0.39,0.39,0.39,1567.75,3193.36,1,NaT
12266,2320,72,Female,0.0,retired,1020.0,3,538,2233.26,2243.39,2136.96,1541.72,0.57,0.57,10.7,0.57,2238.5,2243.39,0,2019-10-30
12267,1810,41,Male,1.0,salaried,834.0,3,22,4401.72,4220.13,4857.02,4803.55,500.6,0.6,127.74,179.17,4541.16,4878.67,0,2019-12-04
12268,2323,33,Female,0.0,salaried,623.0,2,562,525.14,525.14,2696.91,2388.59,0.7,0.7,0.7,143.56,525.14,608.09,0,2019-10-26
12271,2206,51,Female,0.0,self_employed,334.0,1,1290,5001.12,5188.08,5115.24,5174.37,0.67,551.24,187.63,464.04,5053.56,5114.63,0,2019-11-23
12273,2301,71,Male,0.0,retired,834.0,2,40,2127.09,2153.02,3022.15,5584.74,800.63,2300.63,1114.91,4538.24,1926.51,3506.6,0,2019-12-24
12275,1060,61,Male,0.0,retired,1232.0,3,1115,5022.3,5069.34,5068.72,8162.35,21.51,21.51,68.56,2.79,5046.0,5070.04,0,2019-12-03
12278,1681,49,Male,2.0,salaried,1181.0,3,332,1025.5,1399.07,1618.45,2910.36,0.4,0.4,316.83,259.69,1176.29,1567.79,0,2019-10-30
12279,962,43,Female,0.0,self_employed,578.0,3,2721,4438.27,4392.85,4357.13,3707.54,402.43,0.14,357.01,0.14,4376.52,4392.85,0,2019-12-11
12280,2269,43,Male,0.0,salaried,575.0,2,1098,462.67,777.58,1595.65,3102.34,270.11,290.11,844.13,1234.59,1040.44,1301.84,1,2019-12-10
12281,1617,64,Female,0.0,retired,848.0,3,1846,1497.94,1545.08,1564.51,1645.07,24.83,0.54,71.97,74.11,1531.58,1558.19,0,2019-12-04
12282,1896,37,Female,0.0,salaried,1540.0,2,1541,878.92,3450.63,4977.21,6342.41,0.69,0.69,0.69,0.69,2311.81,5013.92,0,2019-05-28
12284,2133,45,Male,0.0,salaried,1096.0,3,581,1597.64,2905.13,1887.07,1859.65,1224.54,1209.5,2260.49,600.47,1147.06,2189.18,0,2019-12-31
12285,2264,33,Male,2.0,self_employed,1096.0,2,584,6400.8,6400.8,6400.8,6354.83,0.23,0.23,0.23,0.23,6400.8,6400.8,0,2019-01-26
12286,1948,51,Male,0.0,self_employed,1247.0,2,945,3212.96,3415.98,3696.75,3885.94,571.99,0.97,229.13,464.5,3128.48,3629.9,1,2019-12-31
12287,1928,40,Male,0.0,self_employed,675.0,2,867,1660.96,1660.96,1660.96,3720.9,0.17,0.17,0.17,0.17,1660.96,1660.96,0,NaT
12288,2101,66,Male,0.0,retired,1020.0,3,1,837.9,692.57,1679.03,2010.64,0.67,0.67,19.73,2806.3,807.14,1154.63,0,2019-10-16
12289,1492,64,Male,0.0,self_employed,11.0,3,3679,2100.21,2095.32,2096.16,2064.99,0.17,0.17,0.17,0.17,2097.85,2095.32,0,2019-09-21
12291,2169,90,Male,0.0,self_employed,427.0,1,244,6270.21,6270.21,6270.21,5594.68,0.04,0.04,0.04,0.04,6270.21,6270.21,0,2019-08-10
12294,2183,43,Female,2.0,self_employed,1096.0,1,551,1808.65,1741.1,1782.64,1950.85,67.69,0.13,0.13,42.99,1801.66,1757.69,0,2019-12-06
12297,1490,58,Male,0.0,self_employed,1029.0,2,2771,4753.62,4782.19,4748.69,4587.07,0.4,0.4,0.4,66.1,4781.21,4696.37,0,2019-08-04
12298,2276,49,Female,0.0,self_employed,1613.0,3,50,3767.31,3771.4,3771.21,3753.29,0.61,0.61,0.61,0.61,3770.83,3771.4,0,NaT
12301,1944,44,Male,0.0,self_employed,491.0,3,279,1891.13,1804.79,1717.68,1972.71,326.47,652.89,282.99,448.63,1632.53,1520.34,0,2019-12-26
12302,2196,73,Female,0.0,self_employed,745.0,2,127,2248.96,3949.69,3318.26,3718.32,9.36,0.66,0.66,0.66,2885.4,3590.58,0,2019-12-24
12303,2325,15,Female,0.0,student,1020.0,2,118,1991.52,1991.52,1938.92,1669.69,0.21,0.21,0.21,0.21,1991.52,1993.58,0,2019-10-22
12305,2163,63,Male,0.0,self_employed,334.0,3,124,1875.1,1875.1,1875.1,1863.67,0.07,0.07,0.07,0.07,1875.1,1875.1,0,2019-05-17
12306,2254,28,Male,0.0,student,1589.0,3,416,1787.93,1736.75,1985.58,2367.98,565.76,565.76,514.58,656.93,1865.86,1847.3,0,2019-12-10
12307,2296,36,Female,0.0,salaried,1096.0,1,1565,2710.79,2710.79,4508.03,5889.5,0.44,0.44,0.44,3214.73,2710.79,4888.21,0,2019-03-01
12308,2089,53,Male,0.0,salaried,1020.0,1,63,894.82,3585.46,3012.11,1239.4,0.63,0.63,3134.12,357.77,2381.07,3506.19,1,2019-10-01
12309,2395,90,Male,0.0,self_employed,409.0,3,1317,2443.29,2443.29,2443.29,2429.56,0.66,0.66,0.66,0.66,2443.29,2443.29,0,2019-03-14
12311,2321,42,Female,0.0,self_employed,485.0,2,510,5725.86,5725.86,5725.86,5689.33,0.21,0.21,0.21,0.21,5725.86,5725.86,0,2019-06-19
12314,1988,75,Female,0.0,self_employed,1020.0,2,1452,3753.98,3691.47,3856.29,3436.7,469.77,0.4,47.34,0.4,3812.17,3725.52,0,2019-12-10
12315,2137,43,Male,0.0,self_employed,1020.0,1,163,5349.31,3628.86,4174.98,1393.37,1785.81,715.81,71.53,714.39,4043.93,3327.4,0,2019-12-25
12316,2406,73,Female,0.0,retired,1020.0,1,12,4115.57,3396.91,4352.88,5570.04,1144.04,4907.99,0.41,4286.13,3535.55,4044.67,0,2019-12-27
12317,2170,39,Male,1.0,self_employed,788.0,2,3028,56.99,8510.82,1801.82,43.87,357.74,717.54,9111.57,2160.94,4809.44,591.12,1,2019-12-07
12318,2165,24,Female,0.0,self_employed,1020.0,1,137,1752.84,1717.13,1686.29,1398.78,36.33,36.33,0.61,0.61,1735.6,1694.09,0,2019-12-14
12319,2307,66,Female,0.0,self_employed,409.0,2,553,696.64,696.64,2455.78,2354.11,0.41,0.41,0.41,4286.13,696.64,2770.38,1,2019-10-22
12320,2263,23,Male,0.0,self_employed,1097.0,2,1555,1863.55,1863.55,5207.63,21247.15,0.59,0.59,0.59,0.59,1863.55,1751.05,1,2019-08-14
12321,2330,41,Male,1.0,salaried,146.0,2,2394,960.1,2022.61,3023.92,3231.32,0.56,1214.84,1036.48,3395.69,1203.84,3522.96,1,2019-11-09
12323,2285,40,Female,0.0,self_employed,1020.0,1,455,2815.57,2724.08,2142.06,1090.84,0.24,0.24,0.24,0.24,2767.24,2287.44,0,NaT
12324,2328,36,Male,0.0,self_employed,953.0,2,470,2144.92,2144.92,2145.01,2141.68,0.57,0.57,0.57,0.57,2144.92,2144.92,0,2019-06-29
12326,1566,90,Female,0.0,self_employed,996.0,2,1307,5213.33,5213.33,5549.73,6173.62,0.33,0.33,0.33,714.61,5213.33,5489.82,0,NaT
12328,2172,12,Female,0.0,student,575.0,2,2549,2180.62,2180.62,2180.62,2166.41,0.1,0.1,0.1,0.1,2180.62,2180.62,0,NaT
12329,2021,72,Female,0.0,self_employed,1020.0,2,522,4031.71,4745.99,4696.73,4716.09,0.61,0.61,714.9,0.61,4598.21,4745.99,0,NaT
12330,2001,31,Female,0.0,self_employed,1598.0,2,1465,1005.27,8762.41,8307.14,7596.57,0.13,0.13,7857.27,2800.13,2077.69,11281.31,1,2019-08-27
12333,1987,33,Male,2.0,self_employed,15.0,3,300,3242.16,3502.96,2921.91,1530.79,0.59,1533.56,191.84,572.01,3401.06,2724.98,0,2019-11-22
12336,2335,27,Female,0.0,self_employed,21.0,3,2587,1857.12,1999.98,2096.12,1718.17,0.36,0.36,143.21,143.21,1970.42,2069.1,0,2019-05-23
12339,2288,28,Male,0.0,student,1034.0,1,65,1615.63,1615.63,1615.63,1607.54,0.34,0.34,0.34,0.34,1615.63,1615.63,0,NaT
12340,2140,46,Male,3.0,salaried,1232.0,2,437,2251.1,2408.5,2429.28,1587.74,0.23,0.23,157.63,157.63,2272.81,2428.81,0,2019-09-24
12341,2301,43,Female,0.0,self_employed,834.0,1,8,1340.1,1340.1,2901.39,4882.18,0.33,0.33,71.76,1474.56,1335.18,3418.3,0,2019-10-23
12343,2384,49,Female,0.0,self_employed,615.0,2,282,2217.42,2217.42,2355.77,1292.51,0.43,9.28,0.43,103.29,2217.42,2226.38,0,2019-11-30
12345,2324,33,Female,0.0,self_employed,491.0,3,396,1536.62,1536.62,2206.23,1897.83,0.5,857.64,0.5,2004.69,1536.62,1821.43,0,2019-11-26
12346,2241,44,Female,0.0,self_employed,295.0,1,671,1714.53,1714.53,1722.83,1732.06,0.26,0.26,0.26,0.26,1714.53,1714.53,0,NaT
12347,2257,42,Male,0.0,salaried,1525.0,3,322,2847.76,2717.12,3080.2,3735.22,0.2,0.2,694.84,1145.44,3101.67,3101.69,0,NaT
12348,1580,60,Male,0.0,self_employed,625.0,2,1699,3586.53,3591.43,3591.21,3568.68,0.01,0.01,0.01,0.01,3590.76,3591.43,0,NaT
12349,1986,28,Female,0.0,self_employed,1525.0,2,146,491.25,687.67,1522.65,2821.12,864.39,657.24,0.1,2571.53,749.87,2076.38,0,2019-12-14
12350,2378,60,Male,3.0,self_employed,334.0,2,847,1887.53,2132.24,2467.42,3244.11,586.21,17220.91,1759.5,10188.07,707.68,2896.47,0,2019-12-12
12352,2342,38,Male,0.0,salaried,146.0,2,2011,2414.31,2414.31,2414.31,2399.02,0.5,0.5,0.5,0.5,2414.31,2414.31,0,2019-01-04
12353,1774,45,Male,0.0,self_employed,245.0,2,204,1909.27,3000.23,2977.47,1542.39,0.37,0.37,1178.94,2777.73,2088.19,2279.3,1,2019-10-01
12354,2113,45,Male,0.0,self_employed,797.0,2,4146,1500.84,1500.84,1500.84,1481.9,0.16,0.16,0.16,0.16,1500.84,1500.84,0,2019-02-09
12355,1926,64,Male,0.0,salaried,1085.0,3,135,1428.79,1571.65,1553.0,1419.23,0.13,0.13,142.99,0.13,1561.79,1571.65,0,2019-10-12
12356,2040,42,Female,0.0,self_employed,318.0,3,1217,923.11,274.32,2091.47,3911.13,643.49,0.63,0.63,4243.49,299.47,1776.52,0,2019-12-31
12358,2371,61,Male,0.0,self_employed,803.0,2,150,4347.53,4433.3,2998.52,2200.07,0.44,0.44,95.93,404.51,4434.74,2370.23,0,2019-09-04
12359,2023,67,Male,0.0,self_employed,286.0,2,278,7056.27,7056.27,6271.09,5271.65,0.57,814.86,0.57,0.57,7056.27,6347.05,0,2019-11-28
12362,1693,51,Male,3.0,salaried,1020.0,2,240,2782.53,3096.93,3209.56,2660.21,42.44,6.5,537.91,890.67,2664.87,3302.5,0,2019-12-31
12363,2290,39,Male,0.0,salaried,1070.0,2,571,987.81,1057.81,1848.18,1553.55,0.06,11.91,27.2,1793.06,1019.93,1437.53,0,2019-11-06
12365,2294,67,Male,0.0,self_employed,1438.0,2,151,1658.05,1658.05,1658.05,984.09,0.04,0.04,0.04,0.04,1658.05,1658.05,0,2019-08-16
12368,2415,64,Male,4.0,self_employed,1540.0,2,347,1441.95,1284.74,1797.31,1582.95,0.64,444.87,7884.49,170.2,3139.86,1200.88,0,2019-11-14
12369,1281,36,Male,0.0,salaried,19.0,2,1814,2611.23,2896.94,4230.64,832.84,0.5,571.93,571.93,3888.11,2887.09,4420.41,1,2019-11-19
12370,2322,73,Female,0.0,self_employed,1020.0,3,1123,2739.86,2811.29,2837.53,2015.17,0.04,0.04,0.04,0.04,2766.96,2836.64,0,2019-09-19
12371,1850,38,Male,0.0,salaried,745.0,3,1904,3159.46,3159.46,3158.88,3124.23,0.6,0.6,0.6,0.6,3159.46,3159.46,0,2019-10-04
12372,2238,30,Female,1.0,salaried,1020.0,3,1333,1536.07,1384.29,1935.89,1502.9,1704.11,5445.84,1629.81,4565.37,2770.83,1769.65,0,2019-12-03
12374,2274,43,Female,0.0,salaried,1092.0,3,624,2724.78,2724.78,2775.45,3052.78,0.54,0.54,0.54,100.54,2724.78,2769.94,0,2019-10-16
12375,2039,60,Male,1.0,self_employed,1232.0,3,39,1762.58,1797.42,2037.84,2020.66,0.3,315.27,13.31,1062.64,1779.66,2232.34,0,2019-11-10
12377,2262,59,Female,0.0,retired,1096.0,3,2040,2313.69,2313.69,2273.99,2170.99,0.36,0.36,0.36,0.36,2313.69,2303.18,0,2019-02-26
12380,2247,50,Male,0.0,salaried,1020.0,2,592,6388.33,6542.97,6519.41,6505.14,0.03,0.03,137.53,14.31,6420.39,6554.26,0,2019-08-04
12381,2283,50,Female,0.0,self_employed,904.0,2,722,5082.46,6796.75,6373.85,6829.48,0.31,43.17,2571.74,0.31,5703.15,6735.92,0,2019-11-06
12383,2312,32,Female,0.0,salaried,1096.0,1,314,5341.1,3345.38,3846.76,1088.59,529.03,538.43,1681.74,0.1,5354.24,2878.59,0,2019-12-08
12387,1845,28,Female,0.0,salaried,409.0,2,11,2226.08,2226.08,2226.08,2292.71,0.47,0.47,0.47,0.47,2226.08,2226.08,0,2019-05-31
12388,2181,90,Male,0.0,self_employed,1020.0,1,542,8390.24,8390.24,8390.24,8341.71,0.11,0.11,0.11,0.11,8390.24,8390.24,0,2019-01-15
12389,2218,84,Female,0.0,self_employed,531.0,2,573,4554.78,4554.78,4554.78,4533.04,0.47,0.47,0.47,0.47,4554.78,4554.78,0,2019-03-20
12391,1571,38,Male,0.0,salaried,1135.0,3,117,221.31,221.31,8368.0,4721.05,0.61,35903.41,0.61,35714.9,221.31,13064.01,1,2019-11-13
12392,2108,48,Male,0.0,self_employed,1388.0,2,42,2111.07,1676.96,1610.72,1519.0,571.79,714.64,137.67,1730.14,1810.01,1703.51,0,2019-12-19
12393,2034,39,Female,0.0,self_employed,334.0,1,10,4259.55,4320.32,5279.85,7225.49,0.04,0.04,60.04,2893.61,4302.8,4322.85,0,NaT
12394,2064,37,Female,0.0,self_employed,904.0,2,78,2146.22,717.65,1519.82,2380.4,0.6,0.6,0.6,393.34,1949.18,767.15,0,2019-01-29
12396,2068,68,Male,0.0,retired,118.0,2,325,3140.14,2283.0,2262.74,1681.77,1143.26,643.26,286.11,0.4,3019.46,1930.47,0,2019-12-11
12397,1981,56,Male,2.0,self_employed,1195.0,2,1331,2432.46,2432.46,1796.93,1352.76,0.27,13571.7,0.27,12857.41,2432.46,1594.35,0,2019-11-30
12398,2090,88,Male,0.0,retired,334.0,3,24,3021.38,3102.93,3124.71,3689.35,0.4,0.4,81.94,78.74,3049.5,3118.09,0,2019-05-18
12399,2180,37,Female,0.0,salaried,1020.0,2,212,4293.31,4652.03,4664.89,5569.43,0.07,199.07,358.79,377.31,4345.52,4686.95,0,2019-11-29
12400,2168,62,Male,0.0,self_employed,752.0,3,165,1659.93,1650.15,1651.84,1612.12,0.27,0.27,0.27,0.27,1655.21,1650.15,0,2019-07-23
12401,2096,45,Female,0.0,self_employed,78.0,2,255,2053.53,2053.53,2226.17,2707.36,0.07,0.07,0.07,214.36,2053.53,2253.99,0,2019-04-24
12403,2208,42,Female,0.0,self_employed,834.0,1,1015,2335.99,3255.52,2645.22,271.01,1078.41,0.53,2000.53,0.53,3857.28,3254.3,0,2019-12-13
12404,1864,47,Female,0.0,self_employed,334.0,3,136,7228.19,4153.23,4364.87,2825.04,0.17,185.89,0.17,0.17,5689.6,3782.72,0,2019-11-14
12406,2389,30,Male,1.0,salaried,1020.0,3,542,1883.67,1990.41,1947.54,1009.14,0.1,0.1,155.81,17218.16,2111.75,2924.51,0,2019-08-24
12408,1922,42,Male,0.0,salaried,146.0,2,286,3495.91,3493.66,3567.36,3921.61,0.4,0.4,0.4,28.97,3493.74,3508.22,0,NaT
12409,1951,41,Male,0.0,self_employed,996.0,2,154,1704.36,2179.51,5324.09,29127.87,1.42,0.69,429.26,504.97,2055.36,3308.14,0,2019-12-07
12411,2196,48,Female,0.0,self_employed,563.0,2,1557,8336.27,5572.76,6441.28,9146.82,0.23,428.8,6000.23,0.23,8408.73,5475.98,0,2019-11-09
12414,2265,45,Female,0.0,self_employed,1020.0,2,652,3198.65,3055.79,3067.29,3127.43,142.87,0.01,0.01,0.01,3090.27,3055.79,0,2019-12-25
12415,2271,53,Male,0.0,self_employed,1020.0,3,522,1465.07,1465.07,1465.07,1455.37,0.01,0.01,0.01,0.01,1465.07,1465.07,0,NaT
12416,2399,57,Female,0.0,self_employed,578.0,3,758,3634.27,3561.31,3505.7,3153.44,214.51,240.94,141.56,141.56,3646.37,3529.73,0,2019-12-04
12417,2267,84,Male,0.0,retired,1149.0,2,59,3965.12,4022.27,3838.24,2971.72,0.5,200.5,214.79,0.5,3951.33,3874.8,0,2019-11-16
12418,2272,66,Female,0.0,self_employed,526.0,2,421,3403.8,3403.8,3403.8,3382.24,0.41,0.41,0.41,0.41,3403.8,3403.8,0,NaT
12419,2445,36,Male,0.0,salaried,578.0,3,631,1452.32,1480.89,1871.32,1919.27,0.7,0.7,0.7,861.69,1461.19,1860.3,0,2019-09-05
12421,2124,60,Male,0.0,salaried,1294.0,3,1470,2804.59,2229.99,4351.04,2496.21,800.14,1771.57,373.0,5014.36,2422.6,4103.71,1,2019-12-21
12422,2226,4,Female,0.0,student,409.0,2,2074,301.64,1431.82,1630.52,4449.5,0.27,0.27,1293.31,714.56,197.5,2030.9,1,NaT
12427,2275,75,Male,0.0,retired,409.0,2,272,1468.11,1483.53,1469.44,1560.68,0.07,19.36,15.5,0.07,1472.36,1471.71,0,2019-11-21
12428,1988,13,Female,0.0,student,1020.0,2,374,4249.82,4249.82,4249.82,4223.0,0.44,0.44,0.44,0.44,4249.82,4249.82,0,2019-02-21
12429,1541,68,Male,0.0,self_employed,1020.0,2,2,3849.41,3926.64,3755.2,7341.7,26.15,451.69,0.47,143.33,3901.47,3800.08,0,2019-12-10
12430,2196,46,Female,0.0,salaried,1020.0,2,1108,2529.66,2207.92,2085.7,1034.9,531.27,531.27,50.94,93.8,2556.06,1899.19,0,2019-12-07
12431,2301,40,Female,0.0,self_employed,834.0,2,22,8170.17,8170.17,8170.17,8118.41,0.09,0.09,0.09,0.09,8170.17,8170.17,0,NaT
12433,2143,38,Female,0.0,salaried,1020.0,3,425,2135.04,2135.04,2135.04,2092.37,0.43,0.43,0.43,0.43,2135.04,2135.04,0,2019-09-18
